,full_text,date,employee_title,location,employee_status,review_title,rating_overall,rating_balance,rating_culture,rating_career,rating_comp,rating_mgmt,Hosp_Name
6,"November 4, 2019
""A good place to work for a decade or so.""
Former Employee - Programmer Analyst in Beech Grove, IN
Recommends
Positive Outlook
Approves of CEO
I worked at Franciscan Health full-time for more than 8 years
Pros
This company tries to do things the right way. They have programs to try and help their team members to be successful, have long term company goals and work with their leaders to keep people involved.
Cons
As with many large companies, Franciscan Health can get bogged down by bottom line numbers and corporate decision making that doesn't understand the day to day issues that the company is struggling with.
Advice to Management
Continue developing programs that involve low level leadership in helping to define what is needed. Balance the big picture goals with the day to day challenges that your teams are encountering.
Helpful",Mon Nov 04 2019 09:55:31 GMT-0500 (Eastern Standard Time), Programmer Analyst,"Beech Grove, IN",Former Employee ,A good place to work for a decade or so.,4.0,4.0,5.0,4.0,4.0,4.0,Franciscan Health Olympia Fields
7,"November 3, 2019
""Entry level""
Former Employee - Residential Advisor in Dyer, IN
Doesn't Recommend
Neutral Outlook
Disapproves of CEO
I worked at Franciscan Health full-time for more than 5 years
Pros
Team environment, room for growth, exposure to many practices including clinical and behavioral
Cons
Shift work, small circle of mgmt, potential crisis and risk of Injury from patients
Helpful",Sun Nov 03 2019 12:45:57 GMT-0500 (Eastern Standard Time), Residential Advisor,"Dyer, IN",Former Employee ,Entry level,3.0,2.0,2.0,3.0,2.0,1.0,Franciscan Health Olympia Fields
8,"November 2, 2019
""Sad""
Former Employee - Certified Nursing Assistant CNA in Louisville, KY
Doesn't Recommend
Negative Outlook
Approves of CEO
I worked at Franciscan Health full-time for more than a year
Pros
No raises. Show favoritism 

Not breaks shortages staff
Cons
Bad employees short staff
Advice to Management
Give raises more vacation days bonuses
Helpful",Sat Nov 02 2019 14:52:51 GMT-0400 (Eastern Daylight Time), Certified Nursing Assistant CNA,"Louisville, KY",Former Employee ,Sad,2.0,1.0,2.0,1.0,1.0,3.0,Franciscan Health Olympia Fields
9,"October 26, 2019
""Registered respiratory therapist""
Former Employee - Anonymous Employee 
I worked at Franciscan Health full-time for more than 8 years
Pros
It's a busy location, good experience.
Cons
Low starting pay, annual increases are not guaranteed and often only 1%
No reimbursement for professional development. No incentive to advance credentials or education.. health insurance expensive for employees
Advice to Management
Value and reward your good employees. Pay attention to how people work, look for the good.
Helpful",Sat Oct 26 2019 10:47:58 GMT-0400 (Eastern Daylight Time),,,Former Employee ,Registered respiratory therapist,2.0,1.0,1.0,,,,Franciscan Health Olympia Fields
10,"October 26, 2019
""Registered respiratory therapist""
Former Employee - Anonymous Employee 
I worked at Franciscan Health full-time for more than 8 years
Pros
It's a busy location, good experience.
Cons
Low starting pay, annual increases are not guaranteed and often only 1%
No reimbursement for professional development. No incentive to advance credentials or education.. health insurance expensive for employees
Advice to Management
Value and reward your good employees. Pay attention to how people work, look for the good.
Helpful",Sat Oct 26 2019 10:47:58 GMT-0400 (Eastern Daylight Time),,,Former Employee ,Registered respiratory therapist,2.0,1.0,1.0,,,,Franciscan Health Olympia Fields
11,"October 2, 2019
""New Hire""
Current Employee - Registered Nurse, BSN 
Recommends
Positive Outlook
I have been working at Franciscan Health full-time for less than a year
Pros
I have not officially started working there yet, but their management seems like they care. I will update this as soon as I worked there for a little.
Cons
I have recently accepted the job position. Do not know the cons, but will update as soon as I know.
Helpful",Wed Oct 02 2019 16:28:44 GMT-0400 (Eastern Daylight Time)," Registered Nurse, BSN",,Current Employee ,New Hire,5.0,4.0,5.0,5.0,4.0,5.0,Franciscan Health Olympia Fields
12,"October 2, 2019
""RN""
Current Employee - Staff RN 
I have been working at Franciscan Health full-time
Pros
Good benefits, pay, and able to make own schedule
Cons
Short staffed or normally being floated to other floors
Helpful",Wed Oct 02 2019 06:52:26 GMT-0400 (Eastern Daylight Time), Staff RN,,Current Employee ,RN,4.0,,,,,,Franciscan Health Olympia Fields
13,"September 20, 2019
""Franciscan Health Dyer""
Current Employee - Behavioral Health Advisor in Dyer, IN
Recommends
Positive Outlook
Approves of CEO
I have been working at Franciscan Health full-time for more than a year
Pros
Good pay, good benefits, make your own schedule
Cons
No upward mobility, unrealistic expectations
Helpful",Fri Sep 20 2019 00:13:20 GMT-0400 (Eastern Daylight Time), Behavioral Health Advisor,"Dyer, IN",Current Employee ,Franciscan Health Dyer,4.0,3.0,5.0,2.0,5.0,2.0,Franciscan Health Olympia Fields
14,"September 14, 2019
""Compensation review""
Current Employee - Program Manager in Indianapolis, IN
Recommends
Neutral Outlook
No opinion of CEO
I have been working at Franciscan Health full-time for more than 8 years
Pros
Staff is supportive. Management is great but restricted with decision making power
Cons
Does not compete well with compensation
Helpful",Sat Sep 14 2019 12:10:55 GMT-0400 (Eastern Daylight Time), Program Manager,"Indianapolis, IN",Current Employee ,Compensation review,4.0,3.0,5.0,4.0,2.0,4.0,Franciscan Health Olympia Fields
15,"September 3, 2019
""Nice""
Former Employee - Radiation Therapist 
I worked at Franciscan Health part-time for less than a year
Pros
Good working environment and staff.
Cons
Lack of opportunity in moving upward.
Helpful",Tue Sep 03 2019 08:51:09 GMT-0400 (Eastern Daylight Time), Radiation Therapist,,Former Employee ,Nice,4.0,4.0,4.0,2.0,3.0,4.0,Franciscan Health Olympia Fields
16,"September 17, 2019
""I like working here but..""
Current Employee - Certified Medical Assistant in Tinley Park, IL
Recommends
Positive Outlook
No opinion of CEO
I have been working at Franciscan Health full-time for less than a year
Pros
The providers are really patient 
Will hire people right out of school 
401k
Cons
A few of my coworkers have bad attitudes 
Short staffed 
Management is okay could be better
Helpful",Tue Sep 17 2019 04:42:00 GMT-0400 (Eastern Daylight Time), Certified Medical Assistant,"Tinley Park, IL",Current Employee ,I like working here but..,3.0,2.0,4.0,3.0,2.0,3.0,Franciscan Health Olympia Fields
17,"August 16, 2019
""Fantastic Family Environment""
Current Employee - Anonymous Employee 
Recommends
Positive Outlook
No opinion of CEO
I have been working at Franciscan Health full-time
Pros
Co-workers are very supportive
Cons
Executives are out of touch with reality.
Advice to Management
Balance support to clinical and ancillary equally.
Helpful",Fri Aug 16 2019 19:56:54 GMT-0400 (Eastern Daylight Time),,,Current Employee ,Fantastic Family Environment,5.0,5.0,5.0,5.0,5.0,3.0,Franciscan Health Olympia Fields
18,"August 13, 2019
""very happy to work there""
Former Employee - Pharmacy Technician in San Francisco, CA
Recommends
Positive Outlook
I worked at Franciscan Health full-time for more than a year
Pros
good placed good co worker
Cons
work to much every day
Helpful",Tue Aug 13 2019 20:46:24 GMT-0400 (Eastern Daylight Time), Pharmacy Technician,"San Francisco, CA",Former Employee ,very happy to work there,5.0,5.0,4.0,5.0,5.0,4.0,Franciscan Health Olympia Fields
19,"August 12, 2019
""Very good place to work""
Current Employee - Business Applications Analyst in Indianapolis, IN
Recommends
Positive Outlook
No opinion of CEO
I have been working at Franciscan Health full-time for more than a year
Pros
Remote work, corporate atmosphere is very harmonious.
Cons
Probably not a great place for an avowed atheist to work
Helpful",Mon Aug 12 2019 12:17:18 GMT-0400 (Eastern Daylight Time), Business Applications Analyst,"Indianapolis, IN",Current Employee ,Very good place to work,5.0,4.0,4.0,5.0,5.0,3.0,Franciscan Health Olympia Fields
20,"August 8, 2019
""Great place to learn""
Current Employee - PTA 
I have been working at Franciscan Health full-time for more than 5 years
Pros
A lot of different settings and resources for learning.
Cons
Not the best paying job.
Helpful",Thu Aug 08 2019 02:48:09 GMT-0400 (Eastern Daylight Time), PTA,,Current Employee ,Great place to learn,5.0,5.0,5.0,5.0,2.0,4.0,Franciscan Health Olympia Fields
21,"August 21, 2019
""Ok place to get experience""
Current Employee - Registered Medical Assistant 
Doesn't Recommend
I have been working at Franciscan Health full-time for more than a year
Pros
Lunch sometimes 
Flexible days off
Cons
No over time
Have to use PTO hours for holidays 
No bonuses, company always finds reasons to not give them. 
Gives a point against you for every small thing, even accidents that you have no control over.
Advice to Management
Do better for your employee’s. Work with them. Not against them.
Helpful",Wed Aug 21 2019 19:01:42 GMT-0400 (Eastern Daylight Time), Registered Medical Assistant,,Current Employee ,Ok place to get experience,2.0,3.0,3.0,3.0,4.0,2.0,Franciscan Health Olympia Fields
22,"August 17, 2019
""Work somewhere else""
Current Employee - Registered Nurse 
Negative Outlook
I have been working at Franciscan Health full-time
Pros
Nice coworkers, good weekend pay
Cons
Call off coverage, don’t want to give overtime if willing to do it, only care about certain employees, can make more somewhere else
Helpful",Sat Aug 17 2019 21:02:20 GMT-0400 (Eastern Daylight Time), Registered Nurse,,Current Employee ,Work somewhere else,2.0,2.0,3.0,2.0,2.0,3.0,Franciscan Health Olympia Fields
23,"July 30, 2019
""What they need""
Current Employee - Physician Assistant 
Doesn't Recommend
Neutral Outlook
No opinion of CEO
I have been working at Franciscan Health full-time for more than 5 years
Pros
They have good medical Ethics
Cons
Insufficient nursing staff in the Emergency room
Advice to Management
Get and keep adequate nursing help in the emergency room
Helpful",Tue Jul 30 2019 16:52:35 GMT-0400 (Eastern Daylight Time), Physician Assistant,,Current Employee ,What they need,4.0,3.0,4.0,3.0,3.0,2.0,Franciscan Health Olympia Fields
24,"July 29, 2019
""PRN work""
Current Employee - Social Worker 
I have been working at Franciscan Health part-time
Pros
Great culture, leadership and committed people
Cons
Pay is non-competitive however the benefits are aweseome for FT workers
Helpful",Mon Jul 29 2019 12:37:19 GMT-0400 (Eastern Daylight Time), Social Worker,,Current Employee ,PRN work,4.0,,,,,,Franciscan Health Olympia Fields
25,"July 17, 2019
""Great place to work""
Former Employee - Certified Athletic Trainer 
Recommends
Positive Outlook
Approves of CEO
I worked at Franciscan Health part-time for more than a year
Pros
Career advancement opportunities, guidance of ATC director
Cons
The typical schedule of a secondary school ATC
Helpful",Wed Jul 17 2019 16:39:48 GMT-0400 (Eastern Daylight Time), Certified Athletic Trainer,,Former Employee ,Great place to work,5.0,3.0,5.0,5.0,3.0,5.0,Franciscan Health Olympia Fields
26,"July 11, 2019
""Presently work there""
Current Employee - Food Service Supervisor in Indianapolis, IN
Recommends
Positive Outlook
No opinion of CEO
I have been working at Franciscan Health full-time for more than a year
Pros
Good atmosphere enjoy working with the Sisters
Cons
Need more labor investment to insure proper and fast food service
Advice to Management
Pay more attention to food service
Helpful",Thu Jul 11 2019 18:14:44 GMT-0400 (Eastern Daylight Time), Food Service Supervisor,"Indianapolis, IN",Current Employee ,Presently work there,4.0,4.0,4.0,5.0,4.0,3.0,Franciscan Health Olympia Fields
27,"July 25, 2019
""There is no such thing as a safe place""
Former Employee - Client Service Representative in Crown Point, IN
Doesn't Recommend
Negative Outlook
Disapproves of CEO
I worked at Franciscan Health full-time for less than a year
Pros
Helping those that really need it
Cons
Management and Leadership is lacking
Advice to Management
Get people that will last you have high turn over because the leadership makes it difficult
Helpful",Thu Jul 25 2019 22:17:19 GMT-0400 (Eastern Daylight Time), Client Service Representative,"Crown Point, IN",Former Employee ,There is no such thing as a safe place,2.0,4.0,1.0,1.0,2.0,1.0,Franciscan Health Olympia Fields
28,"July 15, 2019
""Not what it used to be""
Current Employee - Nurse Manager 
Doesn't Recommend
Neutral Outlook
Disapproves of CEO
I have been working at Franciscan Health full-time for more than 10 years
Pros
Employees are dedicated and motivated. Great teamwork in units.
Cons
Senior leadership far removed from bedside.
Too heavy on senior leadership.
Promotions not handled fairly.
Advice to Management
More appreciation for your bedside nurses
Helpful",Mon Jul 15 2019 20:34:04 GMT-0400 (Eastern Daylight Time), Nurse Manager,,Current Employee ,Not what it used to be,2.0,1.0,3.0,2.0,2.0,1.0,Franciscan Health Olympia Fields
29,"June 10, 2019
""np""
Current Employee - Psychiatric Nurse Practitioner 
I have been working at Franciscan Health full-time
Pros
stable company with lots of support
Cons
could pay better, less than average
Helpful",Mon Jun 10 2019 08:03:12 GMT-0400 (Eastern Daylight Time), Psychiatric Nurse Practitioner,,Current Employee ,np,4.0,,,,,,Franciscan Health Olympia Fields
30,"June 6, 2019
""Overall awesome faith based employeer""
Current Employee - Speech Language Pathologist 
I have been working at Franciscan Health full-time for less than a year
Pros
Benefits, peers, atmosphere and always willing to invest in the employees
Cons
Pay, micromanaging, and long hours
Helpful",Thu Jun 06 2019 19:05:34 GMT-0400 (Eastern Daylight Time), Speech Language Pathologist,,Current Employee ,Overall awesome faith based employeer,5.0,2.0,5.0,4.0,2.0,5.0,Franciscan Health Olympia Fields
31,"May 29, 2019
""Very nice people.""
Former Employee - Anonymous Employee 
I worked at Franciscan Health full-time for more than a year
Pros
Pay, Benefits, PTO, Flexibility, Acknowledgment
Cons
No upward mobility, too much upper management that aren't really connected to the positions in which they oversee
Helpful",Wed May 29 2019 09:26:34 GMT-0400 (Eastern Daylight Time),,,Former Employee ,Very nice people.,5.0,4.0,3.0,1.0,5.0,3.0,Franciscan Health Olympia Fields
32,"May 21, 2019
""Great career choice""
Former Employee - Licensed Practical Nurse in Chesterton, IN
Recommends
Positive Outlook
Approves of CEO
I worked at Franciscan Health full-time for more than 10 years
Pros
great co workers, excellent supervisors
Cons
Long hours at times, short staffed
Advice to Management
Make sure to tell people when they do things RIGHT, instead of focusing on what they can improve uopn
Helpful",Tue May 21 2019 07:21:25 GMT-0400 (Eastern Daylight Time), Licensed Practical Nurse,"Chesterton, IN",Former Employee ,Great career choice,5.0,3.0,4.0,3.0,3.0,3.0,Franciscan Health Olympia Fields
33,"May 19, 2019
""PT ACESS""
Former Employee - Patient Registrar 
Recommends
Positive Outlook
No opinion of CEO
I worked at Franciscan Health part-time for more than a year
Pros
I absolutely loved my job itself and the atmosphere.
Cons
In general, many immature people hired and starting gossip.
Helpful",Sun May 19 2019 06:28:22 GMT-0400 (Eastern Daylight Time), Patient Registrar,,Former Employee ,PT ACESS,5.0,4.0,5.0,5.0,5.0,5.0,Franciscan Health Olympia Fields
34,"May 9, 2019
""Great company to work""
Former Employee - Financial Analyst 
Recommends
Neutral Outlook
Approves of CEO
I worked at Franciscan Health full-time for less than a year
Pros
Nice environment, friendly co-worker, good pay for low cost of living community
Cons
routinely tasks, not many changes will occur during work.
Helpful",Thu May 09 2019 13:56:35 GMT-0400 (Eastern Daylight Time), Financial Analyst,,Former Employee ,Great company to work,5.0,5.0,5.0,4.0,4.0,5.0,Franciscan Health Olympia Fields
35,"May 1, 2019
""Overall good place to work""
Current Employee - Diagnostic Medical Sonographer 
I have been working at Franciscan Health full-time for more than a year
Pros
Great co-workers, good hours, lots of opportunity for experience and to learn new skills.
Cons
Salary and large turnover rate
Advice to Management
Make the wages competitive
Helpful",Wed May 01 2019 13:43:11 GMT-0400 (Eastern Daylight Time), Diagnostic Medical Sonographer,,Current Employee ,Overall good place to work,4.0,4.0,4.0,3.0,2.0,4.0,Franciscan Health Olympia Fields
36,"April 20, 2019
""Good organization, compassionate environment""
Former Employee - Laboratory Manager in Indianapolis, IN
Recommends
Neutral Outlook
Approves of CEO
I worked at Franciscan Health full-time for more than 10 years
Pros
friendly atmosphere among employees, compassionate mission, good salary and benefits
Cons
There was too much emphasis of promoting from within rather than bringing in new people with new ideas, skills and experiences.
Advice to Management
Be more open and forthcoming in sharing changes in vision to employees
Helpful",Sat Apr 20 2019 10:01:30 GMT-0400 (Eastern Daylight Time), Laboratory Manager,"Indianapolis, IN",Former Employee ,"Good organization, compassionate environment",4.0,4.0,4.0,3.0,5.0,2.0,Franciscan Health Olympia Fields
37,"May 4, 2019
""Good job no leadership""
Current Employee - Security Officer 
I have been working at Franciscan Health full-time
Pros
Stable steady hrs, annual raises good benefits
Cons
No accountability , lack of leadership
Helpful",Sat May 04 2019 06:39:49 GMT-0400 (Eastern Daylight Time), Security Officer,,Current Employee ,Good job no leadership,3.0,,,,,,Franciscan Health Olympia Fields
38,"May 22, 2019
Helpful (1)
""Buyer Beware""
Current Employee - Anonymous Employee 
Doesn't Recommend
Negative Outlook
Disapproves of CEO
I have been working at Franciscan Health full-time for more than 10 years
Pros
Co-workers generally nice at the local or divisional level.
Cons
Senior executives are disconnected and engage in turf wars and power battles. This starts with the CEO and flows downhill through the entire organization. Several senior executive are bullies and have little concern except for the advancement of their careers. Organization is full of nepotism.
Helpful (1)",Wed May 22 2019 18:48:33 GMT-0400 (Eastern Daylight Time),,,Current Employee ,Buyer Beware,1.0,1.0,1.0,2.0,3.0,1.0,Franciscan Health Olympia Fields
39,"April 16, 2019
""Hello""
Current Employee - CMA EPIC Super User in Indianapolis, IN
Recommends
Positive Outlook
No opinion of CEO
I have been working at Franciscan Health full-time
Pros
Great company, good people, and great pay
Cons
Insurance can be tougher on the pocket if you are younger
Helpful",Tue Apr 16 2019 11:56:14 GMT-0400 (Eastern Daylight Time), CMA EPIC Super User,"Indianapolis, IN",Current Employee ,Hello,4.0,4.0,4.0,4.0,4.0,4.0,Franciscan Health Olympia Fields
40,"May 19, 2019
""Infection prevention""
 I worked at Franciscan Health
Pros
Good benefits and nice friendly staff
Cons
Unorthodox practices with management , no support from senior leadership.
Helpful",Sun May 19 2019 01:55:04 GMT-0400 (Eastern Daylight Time),,, ,Infection prevention,1.0,,,,,,Franciscan Health Olympia Fields
41,"April 25, 2019
""Salary""
Current Employee - Contract Specialist 
I have been working at Franciscan Health full-time
Pros
management that appreciated the staff
Cons
Not enough support of work load
Helpful",Thu Apr 25 2019 15:55:35 GMT-0400 (Eastern Daylight Time), Contract Specialist,,Current Employee ,Salary,3.0,,,,,,Franciscan Health Olympia Fields
42,"March 24, 2019
""CMA-Lead Certifies""
 I have been working at Franciscan Health
Pros
I love everything about my job. My patients are great, the doctors i work with are fantastic, my manger is probably the best one you could have.
Cons
I get almost no overtime.
Helpful",Sun Mar 24 2019 12:18:50 GMT-0400 (Eastern Daylight Time),,, ,CMA-Lead Certifies,4.0,,,,,,Franciscan Health Olympia Fields
43,"March 12, 2019
Helpful (2)
""Great place to grow a career if you work hard""
Current Employee - Anonymous Employee in Greenwood, IN
Recommends
Positive Outlook
Approves of CEO
I have been working at Franciscan Health full-time for more than a year
Pros
Good benefits. Decent pay. Incredible PTO package. They provide great promotion opportunities from within, hard not to climb the ladder if you work hard. Also in IT related positions you have the ability to work remotely 1-2 days a week, very flexible schedule as well.

They also adhere strongly to their mission, if you are a selfish or self-centered person who is not team oriented this company may not be for you.
Cons
Work can be very siloed at times, tough for large scale project work.
Advice to Management
Doing a great job, keep investing in employees and reap the rewards of their loyalty. Management cares about its employees and you can tell.
Helpful (2)",Tue Mar 12 2019 07:18:47 GMT-0400 (Eastern Daylight Time),,"Greenwood, IN",Current Employee ,Great place to grow a career if you work hard,5.0,5.0,5.0,5.0,5.0,5.0,Franciscan Health Olympia Fields
44,"March 6, 2019
""good job""
Current Employee - Patient Advocate in Lafayette, IN
Recommends
Positive Outlook
No opinion of CEO
I have been working at Franciscan Health full-time for more than a year
Pros
Friendly staff, good pay
Cons
some unorganization of facility
Helpful",Wed Mar 06 2019 12:25:19 GMT-0500 (Eastern Standard Time), Patient Advocate,"Lafayette, IN",Current Employee ,good job,5.0,4.0,4.0,3.0,3.0,3.0,Franciscan Health Olympia Fields
45,"March 5, 2019
""Love the job/ not the management""
Former Employee - Anonymous Employee 
Recommends
Positive Outlook
Approves of CEO
I worked at Franciscan Health full-time for more than 10 years
Pros
Values, teamwork, development opportunities available
Cons
Management does not practice equal treatment all the time
Helpful",Tue Mar 05 2019 15:57:23 GMT-0500 (Eastern Standard Time),,,Former Employee ,Love the job/ not the management,4.0,1.0,5.0,4.0,4.0,3.0,Franciscan Health Olympia Fields
46,"March 18, 2019
""Great local leadership- stifling corporate oversight""
Former Employee - Non Clinical 
Doesn't Recommend
Negative Outlook
Disapproves of CEO
I worked at Franciscan Health full-time for more than 8 years
Pros
Caring local leaders. Mission based Christian employer.
Cons
Corporate oversight suffocating. This corporation is being surpassed by more innovative and refreshing health care systems.
Advice to Management
Manage from regions. This organization is not one size fits all.
Helpful",Mon Mar 18 2019 20:02:13 GMT-0400 (Eastern Daylight Time), Non Clinical,,Former Employee ,Great local leadership- stifling corporate oversight,2.0,2.0,5.0,4.0,3.0,1.0,Franciscan Health Olympia Fields
47,"February 28, 2019
""Very Friendly Staff""
Current Employee - Patient Access Representative in Lafayette, IN
Recommends
Positive Outlook
Approves of CEO
I have been working at Franciscan Health part-time for less than a year
Pros
The staff of the hospital is very welcoming and very easy to get along with. You feel like part of the team as soon as you walk through the doors.
Cons
The department is sometimes short staffed due to call offs for various reasons. However, Management does do their best to find people to cover.
Helpful",Thu Feb 28 2019 10:48:21 GMT-0500 (Eastern Standard Time), Patient Access Representative,"Lafayette, IN",Current Employee ,Very Friendly Staff,4.0,4.0,5.0,3.0,4.0,5.0,Franciscan Health Olympia Fields
48,"March 5, 2019
""great pay and benefits""
Current Employee - Clinician 
Recommends
Positive Outlook
No opinion of CEO
I have been working at Franciscan Health full-time for more than 10 years
Pros
Pay is fair. Vacation time is great
Cons
Administration can make decisions that don't make sense. There are out of touch with what happens at the clinical level
Advice to Management
Pay attention to the concerns that employees are voicing rather than focusing on budgets and productivity.
Helpful",Tue Mar 05 2019 11:45:47 GMT-0500 (Eastern Standard Time), Clinician,,Current Employee ,great pay and benefits,3.0,5.0,4.0,4.0,4.0,2.0,Franciscan Health Olympia Fields
49,"March 4, 2019
""Not enough help""
Current Employee - Executive Director RN 
Recommends
Neutral Outlook
No opinion of CEO
I have been working at Franciscan Health full-time for more than 5 years
Pros
Great team work, always extra hours available to pick up
Cons
Hours of techs and medics continue to get cut, lack of management personnel
Helpful",Mon Mar 04 2019 01:24:52 GMT-0500 (Eastern Standard Time), Executive Director RN,,Current Employee ,Not enough help,3.0,3.0,4.0,3.0,4.0,3.0,Franciscan Health Olympia Fields
50,"February 16, 2019
""Good Place to work""
Former Employee - Registered Nurse in Crown Point, IN
Recommends
Positive Outlook
No opinion of CEO
I worked at Franciscan Health full-time for more than 8 years
Pros
Work life balance is good
Cons
Pay scale is a little low
Advice to Management
Take time to get to know your employees
Helpful",Sat Feb 16 2019 23:03:00 GMT-0500 (Eastern Standard Time), Registered Nurse,"Crown Point, IN",Former Employee ,Good Place to work,4.0,4.0,5.0,4.0,4.0,2.0,Franciscan Health Olympia Fields
51,"February 7, 2019
""i enjoy st james""
Current Employee - Patient Care Technician 
Recommends
Positive Outlook
Approves of CEO
I have been working at Franciscan Health full-time for more than a year
Pros
there is great opportunity for advancement
Cons
I have no issues with this company
Advice to Management
stay positive
Helpful",Thu Feb 07 2019 03:27:26 GMT-0500 (Eastern Standard Time), Patient Care Technician,,Current Employee ,i enjoy st james,5.0,5.0,5.0,5.0,5.0,5.0,Franciscan Health Olympia Fields
52,"February 18, 2019
""Not employee friendly""
Current Employee - Anonymous Employee 
Doesn't Recommend
Positive Outlook
No opinion of CEO
I have been working at Franciscan Health part-time for more than 10 years
Pros
Franciscan just opened a new hospital with state of the art technology. The hospital is located immediately off the interstate.
Cons
I have worked for them for 20+ years and I have seen a major decline in their treatment of employees. The hospital is understaffed and management does not care. A thinner workforce means a bigger bonus for the department managers. Meanwhile, employees are performing not only their job, but other jobs as well...recepting, transporting, cleaning. This compromises patient care. No bonuses for employees or raises...
Show More
Advice to Management
Listen to your employees and terminate those managers that have a poor employee rating...If you do the research those managers that seem to be improving your profit margin really aren’t.
Helpful",Mon Feb 18 2019 06:49:00 GMT-0500 (Eastern Standard Time),,,Current Employee ,Not employee friendly,2.0,3.0,3.0,2.0,1.0,1.0,Franciscan Health Olympia Fields
53,"January 10, 2019
""Great Company to work for.""
Former Employee - Certified Athletic Trainer 
Recommends
Positive Outlook
Approves of CEO
I worked at Franciscan Health full-time for more than 5 years
Pros
Good community feeling, great employers who care and are passionate about what they do, bettering the lives of the patients, employees and company.
Cons
They were in the middle of a transition and things were changing left and right.
Helpful",Thu Jan 10 2019 08:19:32 GMT-0500 (Eastern Standard Time), Certified Athletic Trainer,,Former Employee ,Great Company to work for.,5.0,5.0,5.0,5.0,5.0,5.0,Franciscan Health Olympia Fields
54,"January 11, 2019
""Franciscan Health Fitness Center Chicago Heights""
Current Employee - Anonymous Employee 
I have been working at Franciscan Health part-time
Pros
flexible hours, relaxed environment, no drama
Cons
minimum wage, uniform jackets are uncomfortable
Helpful",Fri Jan 11 2019 11:30:20 GMT-0500 (Eastern Standard Time),,,Current Employee ,Franciscan Health Fitness Center Chicago Heights,3.0,,,,,,Franciscan Health Olympia Fields
55,"January 21, 2019
""They don't live the supposed values""
Current Employee - Registered Nurse RN 
Doesn't Recommend
Neutral Outlook
No opinion of CEO
I have been working at Franciscan Health full-time for more than 3 years
Pros
Medical dental vision benefits are pretty good
Cons
Alot of the units are very clicky. If you are slower at learning Epic. They will get rid of you in orientation. Dont feel that your job is secure there because it 's not
Advice to Management
Quit witch hunting, always trying to find a way if you dont fit your unit terminating them. Let them transfer to another unit. With 4000. People employed there has to be a unit where they fit in
Helpful",Mon Jan 21 2019 12:26:03 GMT-0500 (Eastern Standard Time), Registered Nurse RN,,Current Employee ,They don't live the supposed values,1.0,4.0,2.0,2.0,3.0,1.0,Franciscan Health Olympia Fields
56,"December 18, 2018
""provider""
Current Employee - Physician 
I have been working at Franciscan Health full-time for more than 3 years
Pros
autonomy with administration, No meddling from above
Cons
HR is a huge weakness with hiring and dealing with problem employee
Advice to Management
Stop using predictive index on potential employees.
Helpful",Tue Dec 18 2018 06:36:36 GMT-0500 (Eastern Standard Time), Physician,,Current Employee ,provider,3.0,,,,,,Franciscan Health Olympia Fields
57,"December 3, 2018
""Cardiac Cath Lab Assistant""
Current Employee - Anonymous Employee 
Recommends
Positive Outlook
Approves of CEO
I have been working at Franciscan Health part-time
Pros
Great staff and support while training. I really enjoy going to work and seeing my coworkers who are understanding and great teachers.
Cons
Strictly working on call means an unstable income as a college student, but if I email my supervisor she is always willing to schedule extra hours.
Advice to Management
The on-boarding experience was very long and consisted of many religious sections that were repetitive.
Helpful",Mon Dec 03 2018 10:03:57 GMT-0500 (Eastern Standard Time),,,Current Employee ,Cardiac Cath Lab Assistant,5.0,5.0,4.0,5.0,5.0,5.0,Franciscan Health Olympia Fields
58,"January 3, 2019
Helpful (2)
""If you like un-necessary stress this is the place for you.""
Former Employee - Staff RN in Chicago Heights, IL
Doesn't Recommend
Positive Outlook
Disapproves of CEO
I worked at Franciscan Health full-time for more than 10 years
Pros
I can’t think of any pro’s
Cons
Disorganized, unattainable expectations from Administration, no positive rewards or words, daily threats of write ups, double dipping from “ sick time and pto”, the list goes on.
Advice to Management
The natives are getting very restless!
Helpful (2)",Thu Jan 03 2019 17:11:13 GMT-0500 (Eastern Standard Time), Staff RN,"Chicago Heights, IL",Former Employee ,If you like un-necessary stress this is the place for you.,1.0,1.0,1.0,2.0,3.0,1.0,Franciscan Health Olympia Fields
59,"November 30, 2018
""RN""
Current Employee - Anonymous Employee 
Recommends
Neutral Outlook
No opinion of CEO
I have been working at Franciscan Health part-time
Pros
Great employees to work with.
Cons
Always short staffed or float to other floors.
Helpful",Fri Nov 30 2018 12:26:14 GMT-0500 (Eastern Standard Time),,,Current Employee ,RN,3.0,3.0,3.0,3.0,3.0,2.0,Franciscan Health Olympia Fields
60,"November 28, 2018
""Psr""
 I worked at Franciscan Health for more than 3 years
Pros
Working with patients can be rewarding
Cons
Management is horrible in many ways
Helpful",Wed Nov 28 2018 19:54:53 GMT-0500 (Eastern Standard Time),,, ,Psr,2.0,4.0,1.0,2.0,2.0,1.0,Franciscan Health Olympia Fields
61,"November 8, 2018
Helpful (1)
""Great Job""
Current Employee - Anonymous Employee 
Recommends
Positive Outlook
Approves of CEO
I have been working at Franciscan Health part-time
Pros
Great benefits kind staff and good environment
Cons
Not being heard by management
Advice to Management
Listem more to employees. There are some great production ideas going to waste
Helpful (1)",Thu Nov 08 2018 11:40:58 GMT-0500 (Eastern Standard Time),,,Current Employee ,Great Job,5.0,5.0,5.0,5.0,5.0,5.0,Franciscan Health Olympia Fields
